STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nrg_bal,Energy balance,siec,Standard international energy product classification (SIEC),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,PL,Poland,2026-01,,14098.359,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,PL,Poland,2026-02,,14170.003,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,PL,Poland,2026-03,,14643.155,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,PT,Portugal,2025-08,,4325.771,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,PT,Portugal,2025-09,,4222.535,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,PT,Portugal,2025-10,,4378.104,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,PT,Portugal,2025-11,,4423.394,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,PT,Portugal,2025-12,,4824.618,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,PT,Portugal,2026-01,,5209.494,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,PT,Portugal,2026-02,,4509.621,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,PT,Portugal,2026-03,,4611.754,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,PT,Portugal,2026-04,,4153.829,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,PT,Portugal,2026-05,,4318.615,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RO,Romania,2025-08,,4023.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RO,Romania,2025-09,,3857.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RO,Romania,2025-10,,4225.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RO,Romania,2025-11,,4268.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RO,Romania,2025-12,,4552.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RO,Romania,2026-01,,4860.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RO,Romania,2026-02,,4348.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RO,Romania,2026-03,,4216.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RO,Romania,2026-04,,3688.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RS,Serbia,2025-08,,2640.793,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RS,Serbia,2025-09,,2551.169,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RS,Serbia,2025-10,,3029.517,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RS,Serbia,2025-11,,3160.527,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RS,Serbia,2025-12,,3585.285,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RS,Serbia,2026-01,,3704.737,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RS,Serbia,2026-02,,3191.670,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,RS,Serbia,2026-03,,3225.833,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SE,Sweden,2025-08,,8778.852,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SE,Sweden,2025-09,,8801.218,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SE,Sweden,2025-10,,10135.439,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SE,Sweden,2025-11,,11515.155,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SE,Sweden,2025-12,,12041.600,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SE,Sweden,2026-01,,14173.728,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SE,Sweden,2026-02,,13223.840,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SE,Sweden,2026-03,,11706.777,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SE,Sweden,2026-04,,10308.881,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SI,Slovenia,2025-08,,840.165,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SI,Slovenia,2025-09,,966.481,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SI,Slovenia,2025-10,,1033.649,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SI,Slovenia,2025-11,,1097.048,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SI,Slovenia,2025-12,,1146.147,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SI,Slovenia,2026-01,,1278.406,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SI,Slovenia,2026-02,,1050.476,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SI,Slovenia,2026-03,,1144.179,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SK,Slovakia,2025-08,,1731.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SK,Slovakia,2025-09,,1728.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SK,Slovakia,2025-10,,1981.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SK,Slovakia,2025-11,,2047.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SK,Slovakia,2025-12,,2058.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SK,Slovakia,2026-01,,2317.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SK,Slovakia,2026-02,,2003.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SK,Slovakia,2026-03,,1982.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,SK,Slovakia,2026-04,,1794.000,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,TR,Türkiye,2025-08,,32489.093,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,TR,Türkiye,2025-09,,28405.020,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,TR,Türkiye,2025-10,,26115.775,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,TR,Türkiye,2025-11,,25868.725,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,TR,Türkiye,2025-12,,29146.725,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,TR,Türkiye,2026-01,,30170.154,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,TR,Türkiye,2026-02,,25866.016,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,TR,Türkiye,2026-03,,27502.168,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,XK,Kosovo*,2025-08,,502.117,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,XK,Kosovo*,2025-09,,447.888,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,XK,Kosovo*,2025-10,,616.967,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,XK,Kosovo*,2025-11,,634.836,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,XK,Kosovo*,2025-12,,932.280,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,XK,Kosovo*,2026-01,,894.934,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,XK,Kosovo*,2026-02,,709.140,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,XK,Kosovo*,2026-03,,700.115,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,XK,Kosovo*,2026-04,,567.640,,,,,
